date;game_mode;answer;solved;guesses
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;3
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;2
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;4
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;5
2024-04-16;rand;shank;True;4
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;4
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;6
2024-04-16;auto;shank;True;5
2024-04-16;auto;shank;True;6
2024-04-17;auto;TITHE;False;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;auto;tithe;True;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;3
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;3
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;tithe;True;4
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;3
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
