date;game_mode;answer;solved;guesses
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;4
2024-04-17;rand;tithe;True;5
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;TITHE;False;6
2024-04-17;rand;tithe;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;2
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;FACET;False;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;6
2024-04-18;rand;facet;True;3
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;4
2024-04-18;rand;facet;True;5
2024-04-18;rand;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;3
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;3
2024-04-18;auto;facet;True;5
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;4
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;4
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;FACET;False;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;5
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;6
2024-04-18;auto;facet;True;5
2024-04-22;rand;laser;True;4
2024-04-22;rand;laser;True;4
2024-04-22;rand;laser;True;4
2024-04-22;rand;laser;True;5
2024-04-22;rand;laser;True;4
2024-04-23;rand;ROVER;False;6
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;4
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;4
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;4
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;4
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;3
2024-04-25;rand;intro;True;4
2024-04-25;auto;intro;True;3
2024-04-28;auto;prune;True;5
2024-04-28;auto;prune;True;5
2024-04-28;auto;prune;True;4
2024-04-28;rand;prune;True;3
2024-04-28;rand;prune;True;4
2024-04-28;rand;prune;True;4
2024-04-28;rand;prune;True;4
2024-04-28;rand;prune;True;5
2024-04-28;rand;prune;True;3
2024-04-28;rand;prune;True;4
2024-04-28;rand;prune;True;4
2024-04-28;rand;prune;True;3
2024-04-28;auto;prune;True;5
2024-04-28;rand;prune;True;5
2024-04-28;rand;prune;True;3
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;5
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;5
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;5
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;5
2024-05-10;rand;media;True;5
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;3
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-10;rand;media;True;4
2024-05-11;rand;tidal;True;4
2024-05-11;rand;tidal;True;3
2024-05-14;auto;AMASS;False;6
2024-05-14;auto;AMASS;False;6
2024-05-14;auto;AMASS;False;6
2024-05-14;auto;AMASS;False;6
2024-05-14;rand;amass;True;6
2024-05-14;rand;AMASS;False;6
2024-05-14;rand;AMASS;False;6
2024-05-14;manual;amass;True;6
2024-05-14;rand;AMASS;False;6
